131.179.10.120,1479276404.27,-2.587267,2.196488,2.599355,
131.179.10.120,1479276404.50,-2.839414,2.138185,2.845685,
131.179.10.120,1479276404.75,-2.980890,2.467004,3.017609,
131.179.10.120,1479276405.00,-3.706160,2.286565,3.722408,
131.179.10.120,1479276405.25,-2.990503,2.829860,3.070002,
131.179.10.120,1479276405.50,-2.912269,2.921362,3.004659,
131.179.10.120,1479276405.75,-3.116319,3.450814,3.288612,
131.179.10.120,1479276406.00,-3.184765,3.551647,3.373798,
131.179.10.120,1479276406.25,-2.577067,2.877895,2.666266,
131.179.10.120,1479276406.50,-1.921930,1.922990,1.913952,
131.179.10.120,1479276406.75,-1.774509,2.278016,1.797449,
131.179.10.120,1479276407.00,-2.700052,1.902811,2.689022,
131.179.10.120,1479276407.25,-2.035564,2.505973,2.081621,
131.179.10.120,1479276407.50,-1.601954,1.924932,1.594872,
131.179.10.120,1479276407.75,-0.291888,1.655698,0.269612,
131.179.10.120,1479276408.00,-0.407213,1.209032,0.367512,
131.179.10.120,1479276408.25,-2.270364,2.073501,2.273010,
131.179.10.120,1479276408.50,-3.120996,2.145635,3.127045,
131.179.10.120,1479276408.75,-3.878060,1.925259,3.866320,
131.179.10.120,1479276409.00,-3.369525,2.124844,3.373190,
131.179.10.120,1479276409.25,-3.470459,2.022435,3.466120,
131.179.10.120,1479276409.50,-3.477344,2.026398,3.473274,
131.179.10.120,1479276409.75,-3.269066,1.850058,3.253657,
131.179.10.120,1479276410.00,-2.263441,1.698567,2.240798,
131.179.10.120,1479276410.25,-1.528671,1.686419,1.506337,
131.179.10.120,1479276410.50,-1.921899,1.297971,1.883828,
131.179.10.120,1479276410.75,-1.505224,2.025430,1.506217,
131.179.10.120,1479276411.00,-1.602978,1.906027,1.594516,
131.179.10.120,1479276411.25,-1.538171,1.899591,1.529395,
131.179.10.120,1479276411.50,-1.494285,1.909723,1.486347,
131.179.10.120,1479276411.75,-1.546437,1.898416,1.537559,
131.179.10.120,1479276412.00,-1.561509,1.908062,1.553291,
131.179.10.120,1479276412.25,-1.630550,1.891735,1.621003,
131.179.10.120,1479276412.50,-1.637629,1.915927,1.629803,
131.179.10.120,1479276412.75,-1.664995,1.891767,1.655373,
131.179.10.120,1479276413.00,-1.946141,2.246657,1.965278,
131.179.10.120,1479276413.25,-1.458508,2.990582,1.575007,
131.179.10.120,1479276413.50,-3.101968,2.099043,3.104318,
131.179.10.120,1479276413.75,-6.136186,0.286364,6.108534,
131.179.10.120,1479276414.00,-8.012156,0.174557,7.987928,
131.179.10.120,1479276414.25,-8.240809,0.774578,8.199968,
131.179.10.120,1479276414.50,-8.222356,-0.071885,8.210400,
131.179.10.120,1479276414.75,-5.293054,-1.267201,5.407774,
131.179.10.120,1479276415.00,-3.545907,-1.871781,3.780793,
131.179.10.120,1479276415.25,-4.049299,-1.666206,4.239209,
131.179.10.120,1479276415.50,-0.438819,-2.279539,0.839259,
131.179.10.120,1479276415.75,1.586165,-1.562448,-1.307425,
131.179.10.120,1479276416.00,-2.691673,0.136958,2.675330,
131.179.10.120,1479276416.25,-4.814805,-0.132858,4.812313,
131.179.10.120,1479276416.50,-4.624305,-1.118942,4.723995,
131.179.10.120,1479276416.75,-3.066732,-1.264837,3.201829,
131.179.10.120,1479276417.00,-2.248598,-0.786887,2.322353,
131.179.10.120,1479276417.25,-3.411142,-0.737971,3.470943,
131.179.10.120,1479276417.50,-5.299399,-1.629653,5.468388,
131.179.10.120,1479276417.75,-5.965564,-1.572865,6.118921,
131.179.10.120,1479276418.00,-5.328349,-1.212349,5.435272,
131.179.10.120,1479276418.25,-5.463571,-1.441903,5.601919,
131.179.10.120,1479276418.50,-4.994256,-1.766971,5.189598,
131.179.10.120,1479276418.75,-4.847589,-1.542384,5.007458,
131.179.10.120,1479276419.00,-4.837916,-1.698791,5.023554,
131.179.10.120,1479276419.25,-4.738986,-1.800868,4.943472,
131.179.10.120,1479276419.50,-4.796620,-1.905888,5.019127,
131.179.10.120,1479276419.75,-4.940072,-2.331388,5.242920,
131.179.10.120,1479276420.00,-5.161628,-2.288985,5.451962,
131.179.10.120,1479276420.25,-4.318852,-1.833964,4.534986,
131.179.10.120,1479276420.50,-4.122289,-1.863334,4.346674,
131.179.10.120,1479276420.75,-4.647553,-1.909298,4.872789,
131.179.10.120,1479276421.00,-4.555291,-1.869318,4.774527,
131.179.10.120,1479276421.25,-4.575696,-1.864289,4.793732,
131.179.10.120,1479276421.50,-4.591233,-1.858825,4.808062,
131.179.
