1479276409.5000000,-0.773119,7.962721,0.710443,0.984829,0.1181,-0.991868,-2.906842,-18.194511,3.229031,-3.477344,2.026398,3.473274,,,,,,,,,,,,,,,,,,,,,
1479276409.7500000,-1.256548,7.789478,0.678829,1.438021,0.026867,-1.43264,-3.040752,-17.870445,3.003738,-3.269066,1.850058,3.253657,,,,,,,,,,,,,,,,,,,,,
1479276410.0000000,-0.438318,7.886677,0.573228,1.780452,0.195823,-1.791384,-4.017758,-18.281723,3.857131,-2.263441,1.698567,2.240798,,,,,,,,,,,,,,,,,,,,,
1479276410.2500000,-0.06077,7.784814,0.431416,2.125555,0.2391,-2.139094,-3.676429,-14.769823,0.794967,-1.528671,1.686419,1.506337,,,,,,,,,,,,,,,,,,,,,
1479276410.5000000,0.302236,7.498247,0.137979,2.151723,0.283961,-2.169308,-3.314267,-6.857671,-2.575079,-1.921899,1.297971,1.883828,,,,,,,,,,,,,,,,,,,,,
1479276410.7500000,0.360321,7.435429,0.077228,1.860698,0.377209,-1.886594,-3.012537,-10.84779,-2.239643,-1.505224,2.02543,1.506217,,,,,,,,,,,,,,,,,,,,,
1479276411.0000000,0.168217,7.609906,0.248374,2.020645,0.246152,-2.035314,-2.76362,-11.143084,-2.303872,-1.602978,1.906027,1.594516,,,,,,,,,,,,,,,,,,,,,
1479276411.2500000,0.310454,7.457375,0.097356,1.849741,0.350667,-1.87375,-2.898608,-10.233141,-2.615202,-1.538171,1.899591,1.529395,,,,,,,,,,,,,,,,,,,,,
1479276411.5000000,0.209604,7.657006,0.295363,1.722494,0.354776,-1.747137,-2.967652,-9.661391,-2.755847,-1.494285,1.909723,1.486347,,,,,,,,,,,,,,,,,,,,,
1479276411.7500000,0.171789,7.577324,0.215765,1.697585,0.227547,-1.711885,-3.026217,-9.225839,-2.818477,-1.546437,1.898416,1.537559,,,,,,,,,,,,,,,,,,,,,
1479276412.0000000,0.18508,7.599152,0.237521,1.665009,0.288455,-1.684713,-3.027229,-9.26002,-2.809374,-1.561509,1.908062,1.553291,,,,,,,,,,,,,,,,,,,,,
1479276412.2500000,0.110628,7.577544,0.216901,1.581959,0.261236,-1.599675,-2.961177,-9.463293,-2.820458,-1.63055,1.891735,1.621003,,,,,,,,,,,,,,,,,,,,,
1479276412.5000000,0.064659,7.638286,0.278927,1.52039,0.240701,-1.536561,-2.99742,-9.729138,-2.706172,-1.637629,1.915927,1.629803,,,,,,,,,,,,,,,,,,,,,
1479276412.7500000,0.01184,7.662611,0.305379,1.513866,0.244173,-1.530363,-2.946752,-9.841794,-2.71672,-1.664995,1.891767,1.655373,,,,,,,,,,,,,,,,,,,,,
1479276413.0000000,0.197137,7.350552,-0.011104,1.802472,0.095184,-1.802621,-2.705099,-10.813466,-2.52501,-1.946141,2.246657,1.965278,,,,,,,,,,,,,,,,,,,,,
1479276413.2500000,1.141634,6.116398,-1.069315,1.320156,0.39084,-1.348114,-0.464664,-11.686925,-3.63985,-1.458508,2.990582,1.575007,,,,,,,,,,,,,,,,,,,,,
1479276413.5000000,-0.118729,6.895638,-0.4503,1.542571,-0.448106,-1.462681,-1.733737,-4.494685,-2.97489,-3.101968,2.099043,3.104318,,,,,,,,,,,,,,,,,,,,,
1479276413.7500000,0.632471,6.122479,-1.201056,-0.367223,0.907917,0.326615,-3.600953,3.336229,4.487963,-6.136186,0.286364,6.108534,,,,,,,,,,,,,,,,,,,,,
1479276414.0000000,0.431787,6.357988,-0.993593,-0.566702,0.064462,0.558231,-1.67384,2.844217,3.23743,-8.012156,0.174557,7.987928,,,,,,,,,,,,,,,,,,,,,
1479276414.2500000,-0.172818,7.027076,-0.313916,-0.756616,0.485156,0.72159,-1.68563,2.454141,2.875564,-8.240809,0.774578,8.199968,,,,,,,,,,,,,,,,,,,,,
1479276414.5000000,-0.349973,6.069283,-1.230014,-1.103848,0.5779,1.065722,-0.643612,1.663429,1.781711,-8.222356,-0.071885,8.2104,,,,,,,,,,,,,,,,,,,,,
