1479276046.250,3.360826,1.515117,-1.603868,-3.670555,-0.423677,3.693755,5.399883,-10.390251,-8.02704,-5.247315,0.680841,5.23989
1479276046.500,3.514002,1.482641,-1.583513,-3.758101,-0.397866,3.77858,5.057611,-10.094475,-8.357534,-5.231069,0.246641,5.223037
1479276046.750,3.407399,1.497359,-1.60701,-3.615883,-0.39525,3.636683,5.43713,-10.364635,-7.990209,-5.264548,0.22151,5.256856
1479276047.000,3.423576,1.532269,-1.568778,-3.616388,-0.393281,3.637006,5.28119,-10.58027,-8.134489,-5.220014,0.042302,5.215993
1479276047.250,3.452613,1.517062,-1.57363,-3.617723,-0.379574,3.637105,5.334068,-10.60836,-8.079056,-5.271682,0.103378,5.266164
1479276047.500,3.445413,1.530721,-1.563169,-3.609053,-0.40662,3.630921,5.388578,-10.605333,-8.025147,-5.284234,0.171687,5.277345
1479276047.750,3.418951,1.509637,-1.591708,-3.615377,-0.384789,3.635233,5.319015,-10.575829,-8.097252,-5.286342,0.130219,5.280246
1479276048.000,3.41082,1.546007,-1.559694,-3.632961,-0.408,3.654859,5.281373,-10.544163,-8.137521,-5.23676,0.127539,5.230729
1479276048.250,3.451222,1.544785,-1.547975,-3.639872,-0.394008,3.660465,5.058349,-10.550669,-8.359132,-5.084872,-0.097199,5.085239
1479276048.500,3.394298,1.574437,-1.537472,-3.605521,-0.393026,3.626159,4.460586,-10.224622,-8.963431,-3.448468,-0.620556,3.480504
1479276048.750,3.362352,1.443237,-1.672286,-3.573863,-0.382496,3.593673,4.280825,-9.993733,-9.109648,-2.317572,-0.603465,2.35146
1479276049.000,3.458467,1.386192,-1.693836,-3.632714,-0.380695,3.652138,4.685097,-10.753885,-8.697889,-2.052417,-0.53095,2.08125
1479276049.250,3.456717,1.371197,-1.70839,-3.57498,-0.380081,3.594571,4.970512,-10.914583,-8.383029,-2.051313,-0.507975,2.078374
1479276049.500,3.418804,1.407456,-1.688206,-3.583022,-0.398631,3.60426,5.10255,-10.825235,-8.274671,-2.039078,-0.566337,2.070768
1479276049.750,3.437599,1.41267,-1.676775,-3.600938,-0.379751,3.6204,5.141878,-10.763931,-8.247645,-2.045773,-0.58244,2.07876
1479276050.000,3.445451,1.443317,-1.645326,-3.596778,-0.396297,3.617749,5.163361,-10.760823,-8.227032,-2.068915,-0.627948,2.105658
1479276050.250,3.442218,1.428265,-1.660553,-3.592564,-0.379492,3.612034,5.160976,-10.63078,-8.248517,-2.11357,-0.65019,2.152087
1479276050.500,3.422504,1.43864,-1.657619,-3.592611,-0.391752,3.613184,5.118855,-10.59642,-8.294317,-2.142709,-0.652012,2.181284
1479276050.750,3.411803,1.44608,-1.654164,-3.61302,-0.384231,3.632837,5.12737,-10.581398,-8.287439,-2.138837,-0.650647,2.177307
1479276051.000,3.41749,1.425682,-1.67151,-3.587951,-0.390278,3.608409,5.12,-10.569171,-8.295999,-2.159815,-0.653223,2.198438
1479276051.250,3.424689,1.430621,-1.664423,-3.591025,-0.400868,3.612437,5.095603,-10.611096,-8.315767,-2.175142,-0.69094,2.217058
1479276051.500,3.401221,1.42963,-1.673169,-3.600136,-0.399235,3.621362,4.660788,-10.500041,-8.759628,-2.656246,-0.849914,2.711293
1479276051.750,3.434957,1.420689,-1.670199,-3.605346,-0.401896,3.626794,4.396922,-10.934134,-8.925924,-4.232323,0.128168,4.226473
1479276052.000,3.363392,1.503502,-1.614292,-3.573576,-0.382464,3.593386,3.784606,-10.568967,-9.617134,-3.884263,1.14062,3.892328
1479276052.250,3.423599,1.482828,-1.615578,-3.612064,-0.392803,3.632656,4.380177,-10.182713,-9.040354,-4.711764,0.631826,4.703686
1479276052.500,3.406855,1.511838,-1.593424,-3.584515,-0.389379,3.604906,4.779265,-10.288404,-8.647721,-5.066213,0.130245,5.060156
1479276052.750,3.432969,1.557405,-1.541959,-3.595407,-0.379535,3.614871,4.834772,-10.465971,-8.588628,-5.142917,0.094942,5.137616
1479276053.000,3.452,1.526106,-1.565323,-3.58984,-0.370217,3.608499,4.806791,-10.49846,-8.614247,-5.117767,0.106298,5.112215
1479276053.250,3.429004,1.555786,-1.544751,-3.592413,-0.358561,3.610043,4.820986,-10.582891,-8.591804,-5.183367,0.129125,5.177312
1479276053.500,3.417582,1.529292,-1.573494,-3.568775,-0.379015,3.588294,4.848151,-10.607825,-8.561774,-5.198019,0.198857,5.190681
1479276053.750,3.413762,1.501856,-1.600736,-3.589226,-0.370903,3.607947,4.836291,-10.630118,-8.570549,-5.216928,0.168591,5.210103
1479276054.000,3.432467,1.511875,-1.585226,-3.598285,-0.379183,3.617706,4.802703,-10.655117,-8.600126,-5.186906,0.170333,5.180055
1479276054.250,3.411031,1.51504,-1.589081,-3.606495,-0.380628,3.626013,4.817573,-10.657983,-8.584992,-5.214172,0.169438,5.207334
1479276054.500,3.418535,1.516316,-1.585508,-3.592877,-0.390195,3.613308,4.853449,-10.656322,-8.549783,-5.229522,0.186521,5.222384
1479276054.750,3.426156,1.516682,-1.582727,-3.593882,-0.381987,3.613571,4.866334,-10.650934,-8.537838,-5.212144,0.203018,5.204738
1479276055.000,3.437917,1.536432,-1.560233,-3.593332,-0.38338,3.613147,4.881493,-10.65618,-8.522072,-5.212493,0.186387,5.205359
1479276055.250,3.431911,1.508263,-1.588822,-3.585624,-0.375082,3.604729,4.878886,-10.659545,-8.524148,-5.206422,0.20717,5.198952
1479276055.500,3.435249,1.514355,-1.581972,-3.585571,-0.391263,3.606128,4.874988,-10.64758,-8.529766,-5.220377,0.188279,5.21321
1479276055.750,3.44754,1.53767,-1.555907,-3.594546,-0.389188,3.614879,4.86078,-10.640072,-8.544903,-5.196062,0.198164,5.188735
1479276056.000,3.435198,1.516879,-1.579604,-3.590845,-0.383277,3.610661,4.854129,-10.6346,-8.55226,-5.194571,0.205411,5.187131
1479276056.250,3.421048,1.525803,-1.575712,-3.600034,-0.381134,3.619623,4.85189,-10.655299,-8.551477,-5.184363,0.200234,5.177005
1479276056.500,3.414471,1.523019,-1.580426,-3.594038,-0.385512,3.614042,4.827776,-10.687175,-8.570259,-5.186646,0.213508,5.179081
1479276056.750,3.418773,1.512726,-1.588837,-3.580049,-0.374285,3.599103,4.845274,-10.677911,-8.554506,-5.177493,0.203323,5.170086
1479276057.000,3.417412,1.513226,-1.588795,-3.612072,-0.378844,3.631411,4.82845,-10.668387,-8.572631,-5.193818,0.200688,5.186451
1479276057.250,3.4256,1.516696,-1.582892,-3.588553,-0.369405,3.607144,4.858416,-10.677816,-8.541549,-5.185125,0.175369,5.178185
1479276057.500,3.427125,1.518477,-1.580715,-3.566902,-0.378923,3.58642,4.840583,-10.679337,-8.558908,-5.183718,0.206307,5.176263
1479276057.750,3.412522,1.500497,-1.602418,-3.600009,-0.37868,3.61938,4.778654,-10.634077,-8.627042,-4.819543,0.265816,4.811299
1479276058.000,3.336235,1.452059,-1.671274,-3.514446,-0.35812,3.53232,5.916304,-10.954503,-7.451311,-2.620701,0.657635,2.613199
1479276058.250,3.334582,1.477139,-1.647587,-3.455678,-0.396195,3.477211,9.343375,-11.39265,-3.999261,-0.969061,0.838114,0.966618
1479276058.500,4.116925,1.302739,-1.389459,-3.188466,-0.233958,3.197261,11.003089,-8.993194,-2.314873,-0.094413,0.725493,0.088891
1479276058.750,5.940938,1.523933,0.268922,-2.602347,-0.140801,2.6059,8.397717,-10.043768,-5.022286,0.914473,0.789351,-0.917547
1479276059.000,6.684622,2.997041,1.670439,-2.679978,0.026477,2.673875,5.835608,-11.761791,-7.278984,1.969788,0.902086,-1.966908
1479276059.250,7.6355,3.809862,2.922167,-4.568135,-1.611099,4.76342,4.346103,-11.627776,-8.627296,2.924147,0.639246,-2.930945
1479276059.500,6.968755,3.532631,2.227549,-4.712642,-2.330584,5.07898,4.277153,-11.695608,-8.636487,2.144313,1.228159,-2.117389
1479276059.750,8.963434,2.214861,3.340329,-3.318577,0.426993,3.305038,4.782944,-11.638145,-8.265231,2.804469,0.982306,-2.795273
1479276060.000,8.543919,2.152012,2.922931,-2.649434,-0.160659,2.65426,4.363556,-10.614651,-9.040083,2.829359,0.681909,-2.835001
1479276060.250,8.922348,0.647805,2.981897,-2.120663,-0.178315,2.128235,4.091498,-10.452659,-9.330888,2.947775,0.730931,-2.951691
