131.179.10.114,1481162121.30,-0.010884,0.007405,0.013188,
131.179.10.114,1481162121.50,-0.007669,0.009105,0.011554,
131.179.10.114,1481162121.75,-0.022168,0.004518,0.020725,
131.179.10.114,1481162122.00,-0.014527,-0.000321,0.011674,
131.179.10.114,1481162122.25,-0.009462,-0.016805,-0.002019,
131.179.10.114,1481162122.50,-0.017271,-0.006208,0.010503,
131.179.10.114,1481162122.75,-0.018472,-0.000214,0.014960,
131.179.10.114,1481162123.00,-0.006302,0.006998,0.009213,
131.179.10.114,1481162123.25,-0.014136,-0.002774,0.009932,
131.179.10.114,1481162123.50,-0.006514,0.006794,0.009267,
131.179.10.114,1481162123.75,-0.022062,-0.005097,0.015065,
131.179.10.114,1481162124.00,-0.014692,0.008935,0.017186,
131.179.10.114,1481162124.25,-0.017273,-0.016657,0.004458,
131.179.10.114,1481162124.50,-0.017708,-0.000420,0.014216,
131.179.10.114,1481162124.75,0.003679,0.004934,-0.000130,
131.179.10.114,1481162125.00,-0.016715,-0.001467,0.012797,
131.179.10.114,1481162125.25,-0.009511,-0.004289,0.005274,
131.179.10.114,1481162125.50,-0.017788,0.001999,0.015685,
131.179.10.114,1481162125.75,-0.010165,0.005806,0.011672,
131.179.10.114,1481162126.00,-0.012900,-0.009767,0.004868,
131.179.10.114,1481162126.25,-0.004900,-0.003951,0.001704,
131.179.10.114,1481162126.50,-0.008915,-0.008435,0.002383,
131.179.10.114,1481162126.75,-0.006422,-0.013618,-0.002660,
131.179.10.114,1481162127.00,-0.020515,-0.008423,0.011874,
131.179.10.114,1481162127.25,-0.030502,-0.011885,0.018046,
131.179.10.114,1481162127.50,-0.007440,-0.000881,0.005561,
131.179.10.114,1481162127.75,0.008084,-0.002707,-0.008170,
131.179.10.114,1481162128.00,-0.001436,0.009293,0.006580,
131.179.10.114,1481162128.25,-0.006081,-0.006065,0.001441,
131.179.10.114,1481162128.50,-0.013265,-0.002814,0.009197,
131.179.10.114,1481162128.75,-0.013815,-0.001787,0.010242,
131.179.10.114,1481162129.00,-0.022313,0.002076,0.019427,
131.179.10.114,1481162129.25,-0.001397,-0.004106,-0.001246,
131.179.10.114,1481162129.50,0.004103,-0.009345,-0.008781,
131.179.10.114,1481162129.75,-0.003340,-0.008631,-0.002287,
131.179.10.114,1481162130.00,-0.019877,0.014370,0.024578,
131.179.10.114,1481162130.25,-0.007216,-0.003049,0.004119,
131.179.10.114,1481162130.50,-0.019563,-0.017929,0.005598,
131.179.10.114,1481162130.75,-0.003551,0.000457,0.003164,
131.179.10.114,1481162131.00,-0.012360,-0.012073,0.003090,
131.179.10.114,1481162131.25,-0.016187,-0.014301,0.004931,
131.179.10.114,1481162131.50,-0.012178,-0.002926,0.008244,
131.179.10.114,1481162131.75,-0.023743,-0.008082,0.014712,
131.179.10.114,1481162132.00,-0.013583,-0.004449,0.008509,
131.179.10.114,1481162132.25,-0.022861,-0.012604,0.011374,
131.179.10.114,1481162132.50,-0.009722,-0.000031,0.007918,
131.179.10.114,1481162132.75,-0.003590,-0.004433,0.000354,
131.179.10.114,1481162133.00,-0.013834,-0.004052,0.008944,
131.179.10.114,1481162133.25,-0.018617,0.007293,0.019435,
131.179.10.114,1481162133.50,-0.025617,-0.016792,0.011212,
131.179.10.114,1481162133.75,-0.011878,-0.015704,0.000594,
131.179.10.114,1481162134.00,-0.024161,0.012412,0.026936,
131.179.10.114,1481162134.25,-0.000394,-0.011513,-0.006366,
131.179.10.114,1481162134.50,-0.020179,-0.009089,0.011213,
131.179.10.114,1481162134.75,-0.005162,0.003144,0.006041,
131.179.10.114,1481162135.00,-0.025247,-0.011013,0.014247,
131.179.10.114,1481162135.25,-0.016499,-0.013903,0.005416,
131.179.10.114,1481162135.50,-0.033757,-0.006405,0.023877,
131.179.10.114,1481162135.75,-0.013067,0.000017,0.010677,
131.179.10.114,1481162136.00,-0.015947,-0.006230,0.009408,
131.179.10.114,1481162136.25,-0.017746,-0.000589,0.014149,
131.179.10.114,1481162136.50,-0.019464,-0.001700,0.014908,
131.179.10.114,1481162136.75,0.008060,0.010080,-0.000700,
131.179.10.114,1481162137.00,-0.025895,-0.012369,0.013994,
131.179.10.114,1481162137.25,-0.009549,0.000926,0.008333,
131.179.10.114,1481162137.50,-0.012468,0.000953,0.010732,
131.179.10.114,1481162137.75,-0.019892,-0.003896,0.013986,
131.179.10.114,1481162138.00,-0.009436,0.003136,0.009524,
131.179.10.114,1481162138.25,-0.014406,-0.001776,0.010731,
131.179.10.114,1481162138.50,-0.011033,0.005867,0.012416,
131.179.10.114,1481162138.75,-0.017723,0.000494,0.014758,
131.179.10.114,1481162139.00,-0.023885,-0.001430,0.018679,
131.179.10.114,1481162139.25,-0.021828,0.001849,0.018898,
131.179.10.114,1481162139.50,-0.009673,-0.005067,0.004955,
131.179.10.114,1481162139.75,-0.015854,-0.002738,0.011356,
131.179.10.114,1481162140.00,-0.012011,0.004650,0.012506,
131.179.10.114,1481162140.25,-0.008008,0.003992,0.008857,
131.179.10.114,1481162140.50,-0.011006,0.004980,0.011878,
131.179.10.114,1481162140.75,-0.014813,0.006137,0.015658,
131.179.10.114,1481162141.00,-0.033916,0.009643,0.033298,
131.179.10.114,1481162141.25,-0.014000,0.010829,0.017722,
131.179.10.114,1481162141.50,-0.010266,0.003743,0.010555,
131.179.10.114,1481162141.75,-0.019539,-0.001117,0.015308,
131.179.10.114,1481162142.00,-0.004128,-0.008874,-0.001785,
131.179.10.114,1481162142.25,-0.029265,0.001022,0.024498,
131.179.10.114,1481162142.50,-0.010480,0.009011,0.013793,
131.179.10.114,1481162142.75,-0.006362,0.020702,0.017248,
131.179.10.114,1481162143.00,-0.006059,0.008738,0.010027,
131.179.10.114,1481162143.25,-0.019005,0.002594,0.017024,
131.179.10.114,1481162143.50,-0.005393,0.009272,0.009794,
131.179.10.114,1481162143.75,-0.019388,0.000423,0.016078,
131.179.10.114,1481162144.00,-0.024027,0.006353,0.023309,
131.179.10.114,1481162144.25,-0.018499,0.017414,0.025225,
131.179.10.114,1481162144.50,-0.012037,0.015845,0.019042,
131.179.10.114,1481162144.75,-0.014515,0.003223,0.013722,
131.179.10.114,1481162145.00,-0.032331,0.001539,0.027305,
131.179.10.114,1481162145.25,-0.034682,0.001773,0.029364,
131.179.10.114,1481162145.50,-0.024395,0.016684,0.029611,
131.179.10.114,1481162145.75,-0.011404,0.006688,0.013196,
131.179.10.114,1481162146.00,-0.018404,0.020880,0.027165,
131.179.10.114,1481162146.25,-0.015382,0.021074,0.024815,
131.179.10.114,1481162146.50,-0.026045,0.004670,0.023981,
131.179.10.114,1481162146.75,-0.007992,-0.000918,0.005991,
131.179.10.114,1481162147.00,-0.009252,0.007601,0.011971,
131.179.10.114,1481162147.25,-0.013311,0.004398,0.013421,
131.179.10.114,1481162147.50,-0.034041,-0.003994,0.025503,
131.179.10.114,1481162147.75,-0.021024,-0.005267,0.014117,
131.179.10.114,1481162148.00,-0.029025,0.001745,0.024721,
131.179.10.114,1481162148.25,-0.032610,-0.020236,0.014955,
131.179.10.114,1481162148.50,-0.004645,-0.003276,0.001888,
131.179.10.114,1481162148.75,-0.024654,-0.006359,0.016454,
131.179.10.114,1481162149.00,-0.014866,0.000806,0.012605,
131.179.10.114,1481162149.25,-0.013201,-0.005317,0.007693,
131.179.10.114,1481162149.50,-0.009872,0.003489,0.010086,
131.179.10.114,1481162149.75,-0.025487,-0.004398,0.018270,
131.179.10.114,1481162150.00,-0.016566,-0.017855,0.003186,
131.179.10.114,1481162150.25,-0.023230,0.000002,0.018974,
131.179.10.114,1481162150.50,-0.017812,0.004926,0.017403,
131.179.10.114,1481162150.75,-0.010941,-0.003589,0.006848,
131.179.10.114,1481162151.00,-0.013920,0.005838,0.014755,
131.179.10.114,1481162151.25,-0.012788,-0.006116,0.006892,
131.179.10.114,1481162151.50,-0.017199,-0.009751,0.008392,
131.179.10.114,1481162151.75,-0.024158,-0.009147,0.014435,
131.179.10.114,1481162152.00,-0.008235,-0.011961,-0.000218,
131.179.10.114,1481162152.25,-0.020609,-0.008503,0.011904,
131.179.10.114,1481162152.50,-0.015115,-0.003820,0.010125,
131.179.10.114,1481162152.75,-0.012694,-0.007392,0.006075,
131.179.10.114,1481162153.00,-0.034276,-0.013103,0.020433,
131.179.10.114,1481162153.25,-0.021933,0.012700,0.025284,
131.179.10.114,1481162153.50,-0.016190,0.003349,0.015163,
131.179.10.114,1481162153.75,-0.011969,0.000465,0.010041,
131.179.10.114,1481162154.00,-0.036042,0.011240,0.035961,
131.179.10.114,1481162154.25,-0.021961,-0.005249,0.014894,
131.179.10.114,1481162154.50,-0.022770,-0.008240,0.013824,
131.179.10.114,1481162154.75,-0.009364,0.011927,0.014579,
131.179.10.114,1481162155.00,-0.013597,-0.001630,0.010155,
131.179.10.114,1481162155.25,-0.031158,0.011986,0.032403,
131.179.10.114,1481162155.50,-0.014539,0.003458,0.013878,
131.179.10.114,1481162155.75,-0.022208,0.015047,0.026874,
131.179.10.114,1481162156.00,-0.030584,-0.011664,0.018240,
131.179.10.114,1481162156.25,-0.005132,-0.000448,0.003928,
131.179.10.114,1481162156.50,-0.019434,0.001481,0.016729,
131.179.10.114,1481162156.75,-0.024036,0.017495,0.029790,
131.179.10.114,1481162157.00,-0.027483,-0.008429,0.017571,
131.179.10.114,1481162157.25,-0.025915,-0.000570,0.020838,
131.179.10.114,1481162157.50,-0.005487,0.002687,0.006040,
131.179.10.114,1481162157.75,-0.019939,0.008973,0.021492,
131.179.10.114,1481162158.00,-0.004719,0.002692,0.005416,
131.179.10.114,1481162158.25,-0.015639,-0.001930,0.011650,
131.179.10.114,1481162158.50,-0.016589,0.008985,0.018763,
131.179.10.114,1481162158.75,-0.029911,0.003523,0.026476,
131.179.10.114,1481162159.00,-0.010678,-0.009618,0.003138,
131.179.10.114,1481162159.25,-0.031207,-0.013223,0.017850,
131.179.10.114,1481162159.50,-0.011949,-0.003445,0.007756,
131.179.10.114,1481162159.75,-0.034545,-0.016118,0.018915,
131.179.10.114,1481162160.00,-0.014178,-0.005519,0.008374,
131.179.10.114,1481162160.25,-0.038976,-0.000458,0.031586,
131.179.10.114,1481162160.50,-0.022157,-0.000291,0.017927,
131.179.10.114,1481162160.75,-0.024405,0.004063,0.022289,
131.179.10.114,1481162161.00,-0.031373,0.002203,0.026907,
131.179.10.114,1481162161.25,-0.013557,0.012037,0.018064,
131.179.10.114,1481162161.50,-0.032686,-0.008964,0.021521,
131.179.10.114,1481162161.75,-0.046104,-0.000929,0.037149,
131.179.10.114,1481162162.00,-0.016739,0.012570,0.020971,
131.179.10.114,1481162162.25,0.016872,0.090439,0.039459,
131.179.10.114,1481162162.50,-0.055166,0.022048,0.057858,
131.179.10.114,1481162162.75,0.013705,-0.003797,-0.013390,
131.179.10.114,1481162163.00,-0.036171,0.015485,0.038529,
131.179.10.114,1481162163.25,1.163741,0.243402,-0.727919,
131.179.10.114,1481162163.50,2.762115,0.570018,-1.371160,
131.179.10.114,1481162163.75,4.041068,0.688089,-1.605555,
131.179.10.114,1481162164.00,5.109345,0.830302,-1.441415,
131.179.10.114,1481162164.25,5.767054,0.684234,-1.429307,
131.179.10.114,1481162164.50,5.588642,0.130756,-2.011039,
131.179.10.114,1481162164.75,5.449677,0.052051,-2.127818,
131.179.10.114,1481162165.00,5.497108,-0.290168,-2.439177,
131.179.10.114,1481162165.25,3.891032,-0.607942,-2.859101,
131.179.10.114,1481162165.50,0.914998,0.177891,-0.596672,
131.179.10.114,1481162165.75,2.855244,-0.405102,-2.280562,
131.179.10.114,1481162166.00,4.394577,-0.588169,-2.905924,
131.179.10.114,1481162166.25,4.901531,-0.569949,-2.857079,
131.179.10.114,1481162166.50,4.809611,-0.585452,-2.885214,
131.179.10.114,1481162166.75,5.111103,-0.709155,-2.951728,
131.179.10.114,1481162167.00,5.378595,-0.748023,-2.910384,
131.179.10.114,1481162167.25,5.707032,-0.884974,-2.902293,
131.179.10.114,1481162167.50,6.290355,-1.038837,-2.703613,
131.179.10.114,1481162167.75,8.705187,-2.707630,-1.267842,
131.179.10.114,1481162168.00,11.470238,-1.648319,1.639741,
131.179.10.114,1481162168.25,12.390284,-1.636819,2.542996,
131.179.10.114,1481162168.50,12.518951,-1.897154,2.623214,
131.179.10.114,1481162168.75,11.670124,-1.711375,1.821955,
131.179.10.114,1481162169.00,9.732555,-1.014463,0.168386,
131.179.10.114,1481162169.25,9.537195,-0.797903,0.078141,
131.179.10.114,1481162169.50,9.606478,-0.827207,0.128442,
131.179.10.114,1481162169.75,9.542213,-0.220880,0.354275,
131.179.10.114,1481162170.00,9.305597,-0.016975,0.261473,
131.179.10.114,1481162170.25,9.425333,-0.122165,0.305465,
131.179.10.114,1481162170.50,9.449194,-0.080195,0.348060,
131.179.10.114,1481162170.75,9.386219,-0.064612,0.303153,
131.179.10.114,1481162171.00,9.377828,-0.072198,0.291972,
131.179.10.114,1481162171.25,9.402094,-0.116011,0.288998,
131.179.10.114,1481162171.50,9.416150,-0.088946,0.315372,
131.179.10.114,1481162171.75,9.372040,-0.058430,0.294544,
131.179.10.114,1481162172.00,9.394963,-0.069968,0.307644,
131.179.10.114,1481162172.25,9.413548,-0.032400,0.343641,
131.179.10.114,1481162172.50,9.416828,-0.052202,0.335694,
131.179.10.114,1481162172.75,9.805899,-0.134921,0.625907,
131.179.10.114,1481162173.00,11.880705,-0.558086,2.340199,
131.179.10.114,1481162173.25,12.158384,-0.133041,2.752065,
131.179.10.114,1481162173.50,12.348590,-0.651750,2.753125,
131.179.10.114,1481162173.75,11.117065,-1.448594,1.343748,
131.179.10.114,1481162174.00,8.090324,-1.013965,-1.301383,
131.179.10.114,1481162174.25,6.535013,0.029451,-1.694009,
131.179.10.114,1481162174.50,6.087495,-1.394944,-3.106009,
131.179.10.114,1481162174.75,5.882861,-2.146825,-3.769234,
131.179.10.114,1481162175.00,7.205233,-1.855965,-2.484171,
131.179.10.114,1481162175.25,9.192866,1.275191,0.982522,
131.179.10.114,1481162175.50,8.690825,-1.784323,-1.079566,
131.179.10.114,1481162175.75,11.035894,-3.531306,1.043776,
131.179.10.114,1481162176.00,8.473507,-1.952051,-1.338159,
131.179.10.114,1481162176.25,6.489544,-2.208858,-3.282399,
131.179.10.114,1481162176.50,5.735724,-2.633597,-4.145562,
131.179.10.114,1481162176.75,5.700297,-2.886538,-4.262541,
131.179.10.114,1481162177.00,6.678898,-2.707232,-3.268827,
131.179.10.114,1481162177.25,6.010003,-2.318322,-3.757436,
131.179.10.114,1481162177.50,9.376670,-2.742123,-0.603446,
131.179.10.114,1481162177.75,11.255604,-3.866433,1.288426,
131.179.10.114,1481162178.00,8.143802,-1.726475,-1.573264,
131.179.10.114,1481162178.25,5.801126,-1.147748,-3.082014,
131.179.10.114,1481162178.50,5.548131,-0.429062,-2.552138,
131.179.10.114,1481162178.75,6.068208,-0.748770,-2.601749,
131.179.10.114,1481162179.00,6.449498,-1.070160,-2.621971,
131.179.10.114,1481162179.25,6.494103,-0.940979,-2.496236,
131.179.10.114,1481162179.50,12.017590,-1.644208,2.176057,
131.179.10.114,1481162179.75,12.825789,-1.547676,2.987868,
131.179.10.114,1481162180.00,13.090970,-1.094437,3.346021,
131.179.10.114,1481162180.25,11.968302,-1.256138,2.216783,
131.179.10.114,1481162180.50,10.668542,-1.132489,1.004521,
131.179.10.114,1481162180.75,10.429393,-1.172361,0.764954,
131.179.10.114,1481162181.00,10.499855,-1.258098,0.804754,
131.179.10.114,1481162181.25,10.306470,-1.108305,0.670099,
131.179.10.114,1481162181.50,10.313625,-1.200002,0.646351,
131.179.10.114,1481162181.75,10.304369,-1.322868,0.598615,
131.179.10.114,1481162182.00,10.254774,-1.300460,0.558395,
