1481299123.25,0.042411,0.041843,0.010074,-0.002084,-0.009444,0.000827,0.013503,-0.014231,-0.015409,0.011337,0.000893,-0.009303,
1481299123.50,0.048769,0.037979,0.003294,-0.001728,0.002766,0.002079,-0.013618,-0.007487,0.012404,0.001173,-0.002707,-0.002398,
1481299123.75,0.053519,0.057695,0.016954,0.016963,0.000932,-0.016693,-0.009040,0.001547,0.009171,-0.004589,0.000487,0.004202,
1481299124.00,0.050352,0.050295,0.012595,0.007833,-0.006025,-0.008559,0.002195,-0.009141,-0.003486,0.006506,-0.010007,-0.010733,
1481299124.25,0.052241,0.055444,0.015802,0.010063,-0.009723,-0.011254,-0.000972,-0.006193,0.000071,-0.006302,0.012872,0.012033,
1481299124.50,0.059769,0.049424,0.006595,0.020240,-0.004005,-0.020594,-0.009665,-0.005078,0.008836,-0.006534,-0.002102,0.004551,
1481299124.75,0.053608,0.047839,0.008733,0.010581,0.006598,-0.009612,-0.003130,-0.012795,0.001265,-0.002293,-0.006774,-0.001496,
1481299125.00,0.045844,0.054232,0.018387,-0.006107,0.002611,0.006400,0.015089,-0.007845,-0.016065,-0.013476,-0.010925,0.006024,
1481299125.25,0.050398,0.056076,0.017359,0.008039,0.002963,-0.007576,0.026342,-0.004070,-0.026661,-0.017754,-0.009034,0.010680,
1481299125.50,0.041234,0.049204,0.016822,0.018106,-0.004791,-0.018582,0.010168,-0.009685,-0.011457,-0.005302,-0.001996,0.003544,
1481299125.75,0.047978,0.061095,0.022876,0.013939,-0.015926,-0.015903,-0.008885,-0.010542,0.007283,-0.008658,-0.008177,0.003274,
1481299126.00,0.044968,0.046999,0.012894,0.005733,-0.010484,-0.007059,0.004961,-0.002512,-0.005274,0.016623,0.001369,-0.013608,
1481299126.25,0.046208,0.054083,0.018060,0.012499,-0.026279,-0.015804,0.006617,0.000797,-0.006435,0.000461,0.014167,0.006880,
1481299126.50,0.033042,0.041166,0.014813,0.005096,-0.008141,-0.006123,-0.004465,-0.007509,0.003340,0.011991,0.003414,-0.008571,
1481299126.75,0.055044,0.062686,0.020243,0.013499,-0.005829,-0.014152,-0.017904,-0.008317,0.016529,-0.003235,0.007035,0.006395,
1481299127.00,0.048212,0.079187,0.037760,0.021329,-0.008760,-0.022300,-0.007337,-0.019854,0.004428,-0.007582,-0.005925,0.003498,
1481299127.25,0.054440,0.061379,0.019495,0.007521,-0.005238,-0.008147,-0.004364,-0.017185,0.001863,0.001229,-0.000198,-0.001160,
1481299127.50,0.041338,0.059949,0.025653,-0.001323,-0.000385,0.001260,-0.003547,-0.016671,0.001125,-0.009869,0.000112,0.008559,
1481299127.75,0.034632,0.058364,0.028116,-0.000533,-0.002389,0.000213,-0.011187,-0.000080,0.011061,-0.000422,0.000256,0.000494,
1481299128.00,0.051834,0.047677,0.009594,0.016208,-0.008851,-0.017234,-0.010559,-0.004283,0.009835,0.005481,0.015027,0.003005,
1481299128.25,0.060477,0.037271,-0.003876,0.014686,-0.012416,-0.016189,0.002374,-0.000883,-0.002478,-0.008828,-0.002047,0.006557,
1481299128.50,0.063576,0.069106,0.020826,0.019657,-0.006426,-0.020335,0.009277,0.015339,-0.006947,0.000222,0.028596,0.014521,
1481299128.75,0.048929,0.038264,0.003439,-0.004877,-0.019356,0.002316,-0.002684,-0.022781,-0.000592,-0.004910,-0.007894,0.000187,
1481299129.00,0.065242,0.072152,0.022436,0.036012,0.004021,-0.035163,-0.003978,0.009673,0.005340,-0.000474,-0.010019,-0.004724,
1481299129.25,0.073759,0.055279,0.003661,0.018961,0.003587,-0.018321,0.017354,-0.002534,-0.017543,-0.003862,0.013602,0.010309,
1481299129.50,0.730624,0.018095,-0.341124,1.307654,1.410111,-0.815776,-2.133628,1.240260,2.340545,-0.696724,0.245515,0.727591,
1481299129.75,2.859586,0.512457,0.128476,4.717670,3.693829,-0.765870,-5.464391,3.317722,6.152378,-2.489940,0.436498,2.415061,
1481299130.00,3.645156,0.529483,0.485121,5.992048,4.492916,0.090768,-7.778103,3.505012,8.414013,-3.392128,0.653747,3.329468,
1481299130.25,4.296853,0.622770,0.937914,7.290616,5.065018,0.990536,-8.463675,3.147077,8.968922,-3.809330,0.567839,3.679998,
1481299130.50,4.751407,0.066544,0.851895,8.979496,4.314855,1.167849,-8.378219,1.867533,8.584694,-3.452981,0.711563,3.408942,
1481299130.75,3.932203,0.366481,0.511453,8.896520,3.828331,0.736099,-7.245897,0.555409,7.261987,-2.630557,0.043436,2.385954,
1481299131.00,5.085706,0.323266,1.273247,10.796431,3.050105,1.651624,-7.329741,0.276904,7.317097,-2.963779,0.318911,2.801018,
1481299131.25,4.920652,-0.364470,0.722082,11.497381,0.657532,1.372237,-7.649587,-0.999681,7.581460,-3.301302,0.112208,3.036405,
1481299131.50,5.467823,-0.372850,1.181063,12.169519,-0.827424,1.906874,-8.294178,-2.412348,8.302263,-3.109499,-0.041033,2.801805,
1481299131.75,4.580597,-1.157271,0.027856,10.935490,-3.856115,1.487341,-8.158450,-3.805013,8.379728,-3.593779,0.004558,3.273086,
1481299132.00,4.893088,-0.548984,0.597565,11.332159,-2.262452,1.268185,-7.743796,-3.229018,7.865842,-2.493417,-0.381995,2.103868,
1481299132.25,5.467254,-0.513429,1.111652,12.626673,-0.987762,2.368898,-7.921664,-2.074262,7.899812,-2.976799,-0.244174,2.606502,
1481299132.50,5.808135,-0.846680,1.276273,12.910342,-1.758530,2.721589,-7.467567,-2.033927,7.443758,-2.912975,-0.155537,2.576970,
1481299132.75,8.425937,-2.262698,3.567930,7.191575,-2.522723,-2.371969,-6.587505,-1.433124,6.528839,-2.276684,0.329164,2.175623,
1481299133.00,10.145674,-2.553985,5.283196,2.892530,-1.440006,-2.809810,-5.665285,-0.824571,5.597600,-1.538512,0.333767,1.512440,
1481299133.25,9.696467,-2.048960,4.847382,3.967347,-1.537571,-3.724495,-5.202728,-0.811584,5.135205,-1.434686,0.036695,1.286694,
1481299133.50,9.319771,-2.748509,4.461028,3.676236,-2.257467,-3.020879,-5.500234,-1.044617,5.432441,-1.857065,-0.024696,1.645627,
1481299133.75,9.161456,-2.669536,4.300627,3.700691,-2.174558,-3.098398,-5.484333,-1.118233,5.417430,-1.770841,-0.070419,1.548018,
1481299134.00,8.865363,-1.589028,4.062838,4.123956,-2.248294,-3.299821,-5.399971,-1.206201,5.334763,-1.844842,-0.052623,1.623105,
1481299134.25,8.899663,-1.858570,4.067006,3.712175,-2.183493,-3.099710,-5.277135,-1.004036,5.209054,-1.654318,-0.003578,1.468992,
1481299134.50,8.596854,-1.397181,3.825176,3.379185,-1.755157,-3.115702,-5.375177,-0.758145,5.308364,-1.718059,-0.002349,1.527644,
1481299134.75,8.922470,-1.471560,4.135593,3.627364,-1.782172,-3.305665,-5.106201,-1.157723,5.040031,-2.122338,-0.280159,1.792140,
1481299135.00,8.821886,-1.522463,4.028742,3.592561,-2.030985,-3.121131,-5.234021,-1.300070,5.171423,-2.269249,-0.324269,1.913469,
1481299135.25,8.755359,-1.432765,3.976110,3.558123,-1.821427,-3.226645,-5.268490,-1.105139,5.201416,-2.276327,-0.244308,1.948954,
1481299135.50,8.721418,-1.504370,3.931845,3.536309,-1.928234,-3.144342,-5.225101,-1.213278,5.160103,-2.198925,-0.302203,1.855602,
1481299135.75,8.770913,-1.482537,3.984008,3.580399,-1.925194,-3.180594,-5.257325,-1.202213,5.192060,-2.251163,-0.289771,1.908931,
1481299136.00,8.791827,-1.492546,4.003245,3.564140,-1.901828,-3.182569,-5.249921,-1.189582,5.184375,-2.237385,-0.296929,1.893464,
1481299136.25,8.784228,-1.478342,3.997800,3.548931,-1.886473,-3.180068,-5.243567,-1.191144,5.178057,-2.215577,-0.280257,1.879124,
